Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
AUDUBON,29.9222962,-90.13067671260173,Audubon Zoo,29.9220542,-90.1304304,Zoo
AUDUBON,29.9222962,-90.13067671260173,The Tree of Life,29.920912972071992,-90.12923874284218,Tree
AUDUBON,29.9222962,-90.13067671260173,Audubon Zoo Sea Lion Exhibit,29.922216953092075,-90.13019064068109,Zoo Exhibit
AUDUBON,29.9222962,-90.13067671260173,Swamp At Audubon Zoo,29.919256197319413,-90.13016860163945,Zoo Exhibit
AUDUBON,29.9222962,-90.13067671260173,Giraffe Yard,29.92001304964719,-90.12989102153487,Zoo Exhibit
AUDUBON,29.9222962,-90.13067671260173,The Fly (Avenger Park),29.92057185145104,-90.13453960418701,Park
AUDUBON,29.9222962,-90.13067671260173,Flamingos,29.923535164429513,-90.13155579635213,Zoo Exhibit
AUDUBON,29.9222962,-90.13067671260173,Audubon Park Walking Trail,29.926227548880554,-90.12837874727623,Hiking Trail
AUDUBON,29.9222962,-90.13067671260173,Reptile House At The Audubon Zoo,29.92296614013716,-90.13017886292891,Zoo Exhibit
AUDUBON,29.9222962,-90.13067671260173,Audubon Zoo Primate Exhibit,29.92203080967397,-90.13119001531584,Zoo Exhibit
AUDUBON,29.9222962,-90.13067671260173,Auduban Zoo Asian Trail,29.92319626888532,-90.13207044552222,Stable
AUDUBON,29.9222962,-90.13067671260173,Audubon Zoo African Savanna,29.92113081848812,-90.13058549966975,Zoo Exhibit
AUDUBON,29.9222962,-90.13067671260173,Patois,29.919961010802282,-90.12453497666473,Cajun and Creole Restaurant
AUDUBON,29.9222962,-90.13067671260173,Clancy's,29.91904747156639,-90.12505811506884,Cajun and Creole Restaurant
AUDUBON,29.9222962,-90.13067671260173,Audubon Clubhouse Cafe,29.9220542,-90.1304304,Café
AUDUBON,29.9222962,-90.13067671260173,Monkey Hill,29.92049834868135,-90.12995041729532,Playground
AUDUBON,29.9222962,-90.13067671260173,Perlis,29.9225187199089,-90.12332037728022,Men's Store
AUDUBON,29.9222962,-90.13067671260173,Audubon Park,29.93025150682688,-90.12656807899475,Park
AUDUBON,29.9222962,-90.13067671260173,O'Delice French Bakery,29.922546,-90.122068,Bakery
AUDUBON,29.9222962,-90.13067671260173,Picnic Provisions And Whiskey,29.921952,-90.121434,American Restaurant
AUDUBON,29.9222962,-90.13067671260173,Audubon Zoo Carousel,29.92219833024637,-90.1321701607352,Zoo Exhibit
AUDUBON,29.9222962,-90.13067671260173,Taqueria Corona,29.921925698451297,-90.12071286030914,Mexican Restaurant
AUDUBON,29.9222962,-90.13067671260173,Circle K,29.922444,-90.122459,Convenience Store
AUDUBON,29.9222962,-90.13067671260173,Dog Levee,29.927063212861196,-90.13406721665727,Dog Park
AUDUBON,29.9222962,-90.13067671260173,Reginelli's Pizzeria,29.922183357535214,-90.12134614131249,Pizzeria
AUDUBON,29.9222962,-90.13067671260173,Monkey Hill Bar,29.922669900831078,-90.12349167431144,Cocktail Bar
AUDUBON,29.9222962,-90.13067671260173,Zoofari Cafe,29.922400903056314,-90.13161809960216,Café
AUDUBON,29.9222962,-90.13067671260173,Elephant Walk!,29.922959036313923,-90.132321749706,Zoo Exhibit
AUDUBON,29.9222962,-90.13067671260173,Audobon Zoo Jaguar Jungle Dig Site,29.91958081045362,-90.13097793091939,Scenic Lookout
AUDUBON,29.9222962,-90.13067671260173,Audubon Riverview,29.92179829864599,-90.13479375627901,Park
AUDUBON,29.9222962,-90.13067671260173,Spa Zeeba,29.92184168845824,-90.12049313596451,Spa
AUDUBON,29.9222962,-90.13067671260173,Audubon Bus Stop,29.926692962646484,-90.13240051269531,Bus Station
AUDUBON,29.9222962,-90.13067671260173,Shell,29.92246497391751,-90.12190885949515,Fuel Station
AUDUBON,29.9222962,-90.13067671260173,Southern Runner,29.92291672993121,-90.12355261003243,Sporting Goods Retail
AUDUBON,29.9222962,-90.13067671260173,Jefferson Feed,29.922764,-90.122547,Pet Supplies Store
AUDUBON,29.9222962,-90.13067671260173,Lush,29.921623999999998,-90.120395,Boutique
B. W. COOPER,34.165842,-94.311735,E-Z MART #039,34.17356929726911,-94.31394037687211,Fuel Station
BAYOU ST. JOHN,30.0022094,-90.0835398,City Park Badlands,29.999047447426726,-90.08745566495747,Park
BAYOU ST. JOHN,30.0022094,-90.0835398,New Orleans City Park,30.00095600319542,-90.09377002716064,Park
BAYOU ST. JOHN,30.0022094,-90.0835398,Subway,30.006215199292015,-90.07465151931069,Sandwich Spot
BAYOU ST. JOHN,30.0022094,-90.0835398,Dollar General,30.006707771758457,-90.07579898441233,Discount Store
BAYOU ST. JOHN,30.0022094,-90.0835398,Great Wok,30.006987,-90.075354,Chinese Restaurant
BAYOU ST. JOHN,30.0022094,-90.0835398,Save-A-Lot,30.006066999999998,-90.075804,Grocery Store
BAYOU ST. JOHN,30.0022094,-90.0835398,Park Island,29.999767940243867,-90.08310320365246,Scenic Lookout
BAYOU ST. JOHN,30.0022094,-90.0835398,City Park Bike Route @ Harrison,29.999251,-90.085967,Park
BAYOU ST. JOHN,30.0022094,-90.0835398,Harrison Avenue Bike Path,30.003628849592914,-90.09065962986486,Bike Trail
BAYOU ST. JOHN,30.0022094,-90.0835398,Oak Park Shopping Center,30.005950927734375,-90.0760498046875,Shopping Mall
BAYOU ST. JOHN,30.0022094,-90.0835398,Coyote Chase Trail Run City Park,29.994994496088545,-90.08739177093638,Hiking Trail
BAYOU ST. JOHN,30.0022094,-90.0835398,McFaith Feed And Pet Supplies,30.006134999999997,-90.074711,Pet Supplies Store
BAYOU ST. JOHN,30.0022094,-90.0835398,Adrian's Bakery,30.00617027282715,-90.0745620727539,Bakery
BEHRMAN,29.9484703,-90.05010732692998,The Crown & Anchor,29.951415606075695,-90.05422018989196,Bar
BEHRMAN,29.9484703,-90.05010732692998,Levee @ Algiers Point,29.951759762967576,-90.04874667308133,Scenic Lookout
BEHRMAN,29.9484703,-90.05010732692998,Tout de Suite Café,29.95212113610269,-90.05108964349343,Café
BEHRMAN,29.9484703,-90.05010732692998,Old Point Bar,29.954939824140773,-90.05022582198879,Bar
BEHRMAN,29.9484703,-90.05010732692998,John's Seafood,29.947295,-90.052572,Seafood Restaurant
BEHRMAN,29.9484703,-90.05010732692998,The Dry Dock Cafe & Bar,29.95205260343439,-90.05476916532432,Bar
BEHRMAN,29.9484703,-90.05010732692998,Wednesdays on the Point,29.954158872136983,-90.05447310138359,Music Venue
BEHRMAN,29.9484703,-90.05010732692998,Tavolino Pizza & Lounge,29.95205271806017,-90.05459718859133,Pizzeria
BEHRMAN,29.9484703,-90.05010732692998,Rosetree Blown Glass Studio,29.951071999999996,-90.048804,Arts and Crafts Store
BEHRMAN,29.9484703,-90.05010732692998,Opelousas Corner Store,29.94849967956543,-90.05042266845703,Wings Joint
BEHRMAN,29.9484703,-90.05010732692998,Blackstar,29.947506,-90.04807,Coffee Shop
BEHRMAN,29.9484703,-90.05010732692998,Faubourg Fresh Market,29.951139,-90.051511,Grocery Store
BEHRMAN,29.9484703,-90.05010732692998,McDonough Park,29.9515,-90.0511,Park
BEHRMAN,29.9484703,-90.05010732692998,Algiers Point,29.95140982220646,-90.05220687597131,Historic and Protected Site
BEHRMAN,29.9484703,-90.05010732692998,"Belleville Street & Opelousas Ave., 70114",29.951730274881996,-90.04875702913172,Intersection
BEHRMAN,29.9484703,-90.05010732692998,Algiers Point,29.951800757793716,-90.04876903516691,Neighborhood
BEHRMAN,29.9484703,-90.05010732692998,The Appetite Repair Shop,29.95213925776952,-90.04902435492204,New American Restaurant
BEHRMAN,29.9484703,-90.05010732692998,Tonti’s Hand,29.952633,-90.051201,Brasserie
BEHRMAN,29.9484703,-90.05010732692998,Confetti Park,29.952918285121342,-90.05129039230826,Park
BEHRMAN,29.9484703,-90.05010732692998,"Kupcakes, Etc.",29.953053000000004,-90.051013,Cupcake Shop
BEHRMAN,29.9484703,-90.05010732692998,Plume Algiers,29.944096,-90.05219,Indian Restaurant
BEHRMAN,29.9484703,-90.05010732692998,Barracuda,29.953232,-90.05126,Taco Restaurant
BEHRMAN,29.9484703,-90.05010732692998,The Mardi Gras School of Cooking and Catering,29.953671999999997,-90.053026,Food and Beverage Retail
BEHRMAN,29.9484703,-90.05010732692998,Beatrixbell Handcrafted Jewelry & Gift,29.95454413112597,-90.05281805992126,Gift Store
BEHRMAN,29.9484703,-90.05010732692998,M/V Col. Frank X. Armiger,29.952854,-90.05612,Boat or Ferry
BEHRMAN,29.9484703,-90.05010732692998,Doux Point Spa,29.954573999999997,-90.046464,Spa
BEHRMAN,29.9484703,-90.05010732692998,Canal Street - Algiers Ferry,29.95304570728386,-90.05620721262969,Boat or Ferry
BEHRMAN,29.9484703,-90.05010732692998,Algiers Ferry,29.95310303192684,-90.05624210166664,Boat or Ferry
BEHRMAN,29.9484703,-90.05010732692998,Bayou Bargain,29.94378,-90.05648,Clothing Store
BEHRMAN,29.9484703,-90.05010732692998,Mighty Mississippi Riverbend @ Algier's Point,29.954025,-90.05564,Scenic Lookout
BEHRMAN,29.9484703,-90.05010732692998,The Mississippi River,29.948412656910744,-90.05876669258475,River
BLACK PEARL,29.9394952,-90.1317272,Vincent's Italian Cuisine,29.941824966367154,-90.13244212653547,Italian Restaurant
BLACK PEARL,29.9394952,-90.1317272,Satsuma Maple,29.94322234459991,-90.13115917910929,Café
BLACK PEARL,29.9394952,-90.1317272,Chais Delachaise,29.941925165725948,-90.12980720005939,Gastropub
BLACK PEARL,29.9394952,-90.1317272,The Camellia Grill,29.94360797250285,-90.13373896158613,Southern Food Restaurant
BLACK PEARL,29.9394952,-90.1317272,Cooter Brown's Tavern & Oyster Bar,29.942564632656254,-90.13443856868057,Bar
BLACK PEARL,29.9394952,-90.1317272,Maple Street Book Shop,29.941075041148483,-90.12840121840256,Bookstore
BLACK PEARL,29.9394952,-90.1317272,Jamila's Mediterranean Cuisine,29.942650100628054,-90.13059409771422,Mediterranean Restaurant
BLACK PEARL,29.9394952,-90.1317272,The Milk Bar,29.944359521830254,-90.13356172045603,Sandwich Spot
BLACK PEARL,29.9394952,-90.1317272,Refuel,29.944248628682292,-90.13414320842942,Breakfast Spot
BLACK PEARL,29.9394952,-90.1317272,Bangkok Thai,29.94258474220967,-90.1343923438145,Thai Restaurant
BLACK PEARL,29.9394952,-90.1317272,St. Charles Vision,29.942582654850536,-90.13413794715234,Optometrist
BLACK PEARL,29.9394952,-90.1317272,Brigtsen's Restaurant,29.94563385645202,-90.13464812390188,Cajun and Creole Restaurant
BLACK PEARL,29.9394952,-90.1317272,Hana Japanese Restaurant,29.944148092892352,-90.13393803912336,Sushi Restaurant
BLACK PEARL,29.9394952,-90.1317272,Tartine,29.931584654750214,-90.13203509110198,Sandwich Spot
BLACK PEARL,29.9394952,-90.1317272,GB's Patio Bar & Grill,29.944744186637234,-90.13305614221795,Bar
BLACK PEARL,29.9394952,-90.1317272,Crepes a la Cart,29.94131327528688,-90.12352531920068,French Restaurant
BLACK PEARL,29.9394952,-90.1317272,Plum Street Sno-Balls,29.94611820596448,-90.1265852925662,Dessert Shop
BLACK PEARL,29.9394952,-90.1317272,Crescent City Farmers Market,29.93238743221744,-90.13311303269016,Farmers Market
