Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Charlottenburg-Wilmersdorf,52.5078558,13.2639518,H U Neu-Westend,52.51627309503223,13.260347843170166,Bus Stop
Charlottenburg-Wilmersdorf,52.5078558,13.2639518,Il Cardinale,52.516325,13.259847,Italian Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Maison Umami,52.500316,13.442874,Vietnamese Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Burgermeister,52.501108,13.442131,Burger Joint
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Gudé,52.501493,13.441547,Falafel Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Oberbaumbrücke,52.50177658227869,13.445709943771362,Bridge
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Salut Backwaren,52.50073398391967,13.441798105423857,Bakery
Friedrichshain-Kreuzberg,52.5011154,13.4442848,19grams,52.499876955279184,13.444415062923092,Coffee Shop
Friedrichshain-Kreuzberg,52.5011154,13.4442848,East Side Gallery,52.503415842163285,13.44397187232971,Monument
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Aldemir Eis & Café,52.49924884555856,13.443101845117674,Ice Cream Parlor
Friedrichshain-Kreuzberg,52.5011154,13.4442848,May-Ayim-Ufer,52.50207451115226,13.443016898672473,Scenic Lookout
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Duo Sicilian Ice Cream,52.500581059463194,13.438824605836999,Ice Cream Parlor
Friedrichshain-Kreuzberg,52.5011154,13.4442848,new deli yoga. Berlin,52.498840309023876,13.44263984323415,Vegan and Vegetarian Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Spreeufer,52.500261355433885,13.447136878967283,Waterfront
Friedrichshain-Kreuzberg,52.5011154,13.4442848,"NOER Wine Shop, Wine Bar & Wine Seminars",52.49875094873738,13.442509196924322,Wine Store
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Oberbaumeck,52.50117435145742,13.441926854440718,Pub
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Berliner Mauerweg | Berlin Wall Trail (Berliner Mauerweg),52.50427988600668,13.44182694711085,Hiking Trail
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Hopfenreich,52.499639642377716,13.43929160699031,Beer Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Space Meduza,52.500682619862616,13.439240455627441,Dive Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Motto Berlin,52.50021738363966,13.439725276326694,Bookstore
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Sumak Teehaus,52.49919280814795,13.440190826698386,Tea Room
Friedrichshain-Kreuzberg,52.5011154,13.4442848,ZOLA,52.503981,13.441975,Pizzeria
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Bäckerei ZAZZA,52.499992388442344,13.444103422114317,Bakery
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Mindpirates Projektraum,52.500731603836535,13.44520568847656,Art Gallery
Friedrichshain-Kreuzberg,52.5011154,13.4442848,FluxBau,52.50293582617556,13.441144824028015,Performing Arts Venue
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Yo! Pho,52.499435,13.4434706,Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Michelberger Hotel,52.50475120070394,13.447503218683359,Hotel
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Scheers Schnitzel,52.50285974165979,13.447042431894928,Schnitzel Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Transit,52.49950638218861,13.445066386330204,Portuguese Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Kirk Bar,52.500716030070734,13.440614842930527,Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Baretto,52.49985010430558,13.438835664396496,Café
Friedrichshain-Kreuzberg,52.5011154,13.4442848,California Pops,52.49970104121176,13.443561742687939,Ice Cream Parlor
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Kumru Kuruyemis,52.499318403575785,13.440096121694314,Gourmet Store
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Zàgara,52.501944,13.440699,Ice Cream Parlor
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Good Morning Monday,52.497477,13.44103,Café
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Salumeria Lamuri,52.5029619496295,13.43800663948059,Italian Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,UCI Luxe Kino,52.50527707908021,13.442169427871704,Movie Theater
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Michelberger Bar,52.50461418701797,13.447877664714321,Hotel Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,PLUS Berlin Hostel and Hotel,52.503556779035044,13.448584278378684,Hostel
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Watergate Club,52.501045099977254,13.44525396823883,Night Club
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Hotel Indigo Berlin City East Side Gallery,52.504656380874216,13.441600874345658,Hotel
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Geschmackssache,52.49731351115693,13.44625094174622,Café
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Mysliwska,52.499398429078006,13.445149117443302,Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Cafe Frida,52.49846927387301,13.446945186439269,Café
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Kvartira Nr. 62,52.49990607474777,13.437773963752973,Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Soya Vegan Vietnamese Kitchen,52.498603,13.442443,Vietnamese Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Maria,52.49852,13.442741,Vegan and Vegetarian Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,eurogida,52.49887325307828,13.441245884043305,Grocery Store
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Il Pizzaiolo,52.498624,13.447172,Pizzeria
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Bantabaa FoodDealer,52.497377,13.44099,Café
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Monster Ronson's Ichiban Karaoke,52.50515331539783,13.448398407889163,Karaoke Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Hampton by Hilton Berlin City East Side Gallery,52.50496361311817,13.441321849822998,Hotel
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Café Mugrabi,52.49770362044022,13.43741654590141,Breakfast Spot
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Schwiliko,52.49856303217322,13.446707573070794,Caucasian Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Michelberger Restaurant,52.50472198158007,13.44799518585205,Modern European Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Lido,52.499130040042914,13.445073127134188,Rock Club
Friedrichshain-Kreuzberg,52.5011154,13.4442848,ebertundweber,52.49981214317635,13.443637428149668,Bookstore
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Holiday Inn Berlin - City East Side,52.504837236315986,13.444669246673582,Hotel
Friedrichshain-Kreuzberg,52.5011154,13.4442848,East Side Park,52.5038795553034,13.442115629615287,Park
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Club der Visionäre,52.49691717453016,13.450495108305551,Lounge
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Beumer & Lutum,52.49705516478415,13.443289836832202,Bakery
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Hotel nhow Berlin,52.501169191582065,13.450806140899658,Hotel
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Soup GUERILLA,52.498733409967784,13.446625636223823,Soup Spot
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Industriepalast Hostel Berlin,52.503908038464864,13.44755729282378,Hostel
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Ratibortheater,52.49764924457589,13.442847309116868,Indie Theater
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Mercedes-Benz Arena,52.506517859909735,13.44375729560852,Concert Hall
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Nest,52.49712052755012,13.439009234381851,Café
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Restaurant Richard,52.50431281903661,13.435404582066509,French Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Birgit & Bier,52.49770030930237,13.450186368688572,Beer Garden
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Gallery Rooftop Bar,52.50449,13.44214,Hotel Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Taquería Ta'Cabrón,52.50009273262563,13.437117416991475,Mexican Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Görlitzer Ufer,52.494274,13.444051,Waterfront
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Ipse,52.49758998781626,13.451117277145386,Night Club
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Han West,52.498574,13.434596,Chinese Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Oberschleuse,52.49793773027959,13.449276438628608,Canal Lock
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Markthalle Neun,52.502144327910116,13.431606978315234,Food Court
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Jolesch,52.5007774,13.434039100000064,Austrian Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Rosa Canina,52.50214320176283,13.43181912685543,Ice Cream Parlor
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Mariona,52.49956140872608,13.432568694630026,Spanish Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Festsaal Kreuzberg,52.49674739565541,13.451739549636839,Rock Club
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Bis auf's Messer,52.50809164204684,13.449486494064331,Record Store
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Big Stuff Smoked BBQ,52.502122392297785,13.431800746997471,BBQ Joint
Friedrichshain-Kreuzberg,52.5011154,13.4442848,The Boat Kaffee,52.498008,13.441863,Coffee Shop
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Secret Garden,52.507793,13.449994,Vegan and Vegetarian Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Mani in Pasta,52.502166846709024,13.431716511155079,Trattoria
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Facciola,52.49572843103693,13.433771348040839,Wine Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Zur Glühlampe,52.50393299856658,13.45360398672794,Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Lerchen und Eulen,52.50212333819094,13.430743217468262,Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Our/Berlin,52.49654186459513,13.452159809036988,Distillery
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Gin Chilla Bar,52.507896,13.450152,Cocktail Bar
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Kaffee 9,52.50194876234582,13.431997040702443,Coffee Shop
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Alte Milch,52.50202476100858,13.431494235992432,Cheese Store
Friedrichshain-Kreuzberg,52.5011154,13.4442848,RuDi Nachbarschaftshaus,52.502439281647334,13.456919122681438,Community Center
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Heidenpeters,52.502048793920636,13.43130168201405,Brewery
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Annelies,52.49844722656305,13.434811065509907,Coffee Shop
Friedrichshain-Kreuzberg,52.5011154,13.4442848,noisy Rooms,52.506779072463445,13.453284502029419,Performing Arts Venue
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Hühnerhaus 36,52.499852,13.432076,Fried Chicken Joint
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Mano Cafe,52.498932223374595,13.430609107017517,Café
Friedrichshain-Kreuzberg,52.5011154,13.4442848,RAW Gelände,52.507388,13.453417,Arts and Entertainment
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Bone Berlin,52.50212925689672,13.431655168533325,German Restaurant
Friedrichshain-Kreuzberg,52.5011154,13.4442848,Privatclub,52.49998155914356,13.434916640412633,Night Club
Friedrichshain-Kreuzberg,52.5011154,13.4442848,REWE,52.506080172703925,13.44661188589646,Supermarket
Lichtenberg,52.5321606,13.5118927,IKEA Hotdog Stand,52.53371596079857,13.51350105970621,Hot Dog Joint
Lichtenberg,52.5321606,13.5118927,Möbel Höffner,52.53377829359812,13.506196433019262,Furniture and Home Store
Lichtenberg,52.5321606,13.5118927,IKEA,52.534204207194385,13.513304430032347,Furniture and Home Store
Lichtenberg,52.5321606,13.5118927,Globus Baumarkt,52.53327068,13.50947224,Hardware Store
Lichtenberg,52.5321606,13.5118927,Mr. Wash,52.53101284164397,13.520050048828125,Car Wash and Detail
Lichtenberg,52.5321606,13.5118927,Louis MEGAShop,52.52719799308137,13.500088721838953,Motorcycle Dealership
Lichtenberg,52.5321606,13.5118927,Comfort Hotel,52.53338679903258,13.517570541087139,Hotel
Lichtenberg,52.5321606,13.5118927,SELGROS Cash & Carry,52.531417,13.513783,Big Box Store
Lichtenberg,52.5321606,13.5118927,Glashauscafé,52.534614,13.514659,Café
Lichtenberg,52.5321606,13.5118927,H Schalkauer Straße,52.53522636812516,13.510214515658665,Tram Station
Lichtenberg,52.5321606,13.5118927,TOTAL Tankstelle,52.53670374951285,13.515586853027344,Fuel Station
Lichtenberg,52.5321606,13.5118927,TOTAL Tankstelle,52.53532999999999,13.52264,Fuel Station
Lichtenberg,52.5321606,13.5118927,H Evangelisches Krankenhaus KEH,52.524136002660015,13.51259231297131,Tram Station
Lichtenberg,52.5321606,13.5118927,H Dingelstädter Straße,52.536638490988466,13.524556159973145,Tram Station
Marzahn-Hellersdorf,52.5225225,13.5876634,Rossmann,52.52289923653978,13.586399892177843,Drugstore
Marzahn-Hellersdorf,52.5225225,13.5876634,EDEKA Friedrich,52.5233383,13.5861748,Supermarket
Marzahn-Hellersdorf,52.5225225,13.5876634,REWE,52.5215908,13.5893503,Supermarket
Marzahn-Hellersdorf,52.5225225,13.5876634,"Gasthof ""Zum Oberfeld""",52.51563403150522,13.59340705620823,German Restaurant
Marzahn-Hellersdorf,52.5225225,13.5876634,dm-drogerie markt,52.5298272811253,13.594931361131103,Drugstore
Marzahn-Hellersdorf,52.5225225,13.5876634,Lidl,52.5279945,13.5883892,Supermarket
Marzahn-Hellersdorf,52.5225225,13.5876634,REWE,52.529414,13.594044,Supermarket
Marzahn-Hellersdorf,52.5225225,13.5876634,Spree Center,52.521890408813476,13.5868451548408,Shopping Mall
Marzahn-Hellersdorf,52.5225225,13.5876634,Netto Marken-Discount,52.5229563,13.5880502,Supermarket
Marzahn-Hellersdorf,52.5225225,13.5876634,H U Kaulsdorf-Nord,52.52100950149176,13.588366368833952,Bus Stop
Marzahn-Hellersdorf,52.5225225,13.5876634,U Kaulsdorf-Nord,52.52173731891432,13.59186854262555,Metro Station
Marzahn-Hellersdorf,52.5225225,13.5876634,Bowlingcenter Hellersdorf,52.52760761846622,13.587902166406378,Bowling Alley
Marzahn-Hellersdorf,52.5225225,13.5876634,NORMA,52.51912155439945,13.597088084861491,Supermarket
Marzahn-Hellersdorf,52.5225225,13.5876634,U Kienberg (Gärten der Welt),52.52908090646438,13.590787084553762,Metro Station
Marzahn-Hellersdorf,52.5225225,13.5876634,Wuhletal,52.522743834637104,13.575466364432794,Other Great Outdoors
Marzahn-Hellersdorf,52.5225225,13.5876634,Zoo & Co.,52.51493526445779,13.58502490820698,Pet Supplies Store
Marzahn-Hellersdorf,52.5225225,13.5876634,Wuhleteich,52.529916082333656,13.582955359888729,Lake
Marzahn-Hellersdorf,52.5225225,13.5876634,Bester Döner,52.529974574244044,13.59577383640507,Doner Restaurant
Mitte,52.5178855,13.4040601,Berliner Dom,52.51913265308326,13.401045799255371,Church
Mitte,52.5178855,13.4040601,Kuppelumgang Berliner Dom,52.51896599010725,13.400980681715229,Scenic Lookout
Mitte,52.5178855,13.4040601,Lustgarten,52.518469490131785,13.399454063404399,Garden
Mitte,52.5178855,13.4040601,Designpanoptikum - surreales Museum für industrielle Objekte,52.51691292098668,13.406007885932922,Museum
Mitte,52.5178855,13.4040601,Nikolaikirchplatz,52.51670039311001,13.406839179328845,Plaza
Mitte,52.5178855,13.4040601,Humboldt Forum,52.51722,13.401791,Museum
Mitte,52.5178855,13.4040601,Bronzestatue „Heiliger St. Georg im Kampf mit dem Drachen“,52.51629022223086,13.405557792008159,Outdoor Sculpture
Mitte,52.5178855,13.4040601,Neptunbrunnen,52.51958311443767,13.406860828399658,Fountain
Mitte,52.5178855,13.4040601,Tigertörtchen,52.51714999915386,13.407926093359984,Cupcake Shop
Mitte,52.5178855,13.4040601,Buchhandlung Walther König,52.52130069676686,13.40075831891714,Bookstore
Mitte,52.5178855,13.4040601,Museumsinsel,52.52029572914336,13.398785634143882,Island
Mitte,52.5178855,13.4040601,Block House,52.520529721073345,13.405154943466187,Steakhouse
Mitte,52.5178855,13.4040601,Marienkirche,52.52049825053222,13.40729634418895,Church
Mitte,52.5178855,13.4040601,DDR Museum,52.51940384308041,13.40223855826597,History Museum
Mitte,52.5178855,13.4040601,Waffel oder Becher,52.521006850678695,13.403814748185349,Ice Cream Parlor
Mitte,52.5178855,13.4040601,Altes Museum,52.51953741567019,13.398803472518921,History Museum
Mitte,52.5178855,13.4040601,Nikolaiviertel,52.51678234501796,13.406453132629395,Neighborhood
Mitte,52.5178855,13.4040601,LUSH,52.51984357496295,13.410409304434047,Cosmetics Store
Mitte,52.5178855,13.4040601,The Greens,52.515294,13.408952,Café
Mitte,52.5178855,13.4040601,Museum Ephraim-Palais,52.515856,13.407191,Museum
Mitte,52.5178855,13.4040601,Balthazar,52.515913,13.40616,Restaurant
Mitte,52.5178855,13.4040601,Alte Nationalgalerie,52.520796016677,13.398673088379343,Art Museum
Mitte,52.5178855,13.4040601,Neues Museum,52.5201576091737,13.39783787727356,History Museum
Mitte,52.5178855,13.4040601,Deutsches Historisches Museum,52.51798362929277,13.396947383880613,History Museum
Mitte,52.5178855,13.4040601,Ischtar-Tor,52.520741776446705,13.397204678584995,Exhibit
Mitte,52.5178855,13.4040601,Titus,52.52094968439927,13.405920731515282,Board Store
Mitte,52.5178855,13.4040601,Julchen Hoppe,52.517396793480906,13.404751382677345,German Restaurant
Mitte,52.5178855,13.4040601,Adina Apartment Hotel Berlin Hackescher Markt,52.52229341049498,13.404273310410682,Hotel
Mitte,52.5178855,13.4040601,James-Simon-Park,52.52190716050168,13.399361371994019,Park
Mitte,52.5178855,13.4040601,James Simon Galerie,52.519736335537694,13.397366236749804,Art Gallery
Mitte,52.5178855,13.4040601,Berliner Schloss,52.51727261496864,13.401721715927124,Monument
Mitte,52.5178855,13.4040601,Schinkel Pavillion,52.51616321966491,13.396857047689211,Art Gallery
Mitte,52.5178855,13.4040601,Pierre Boulez Saal,52.51533292570581,13.396217823028564,Concert Hall
Mitte,52.5178855,13.4040601,Rotes Rathaus,52.518351233530566,13.408007931538883,City Hall
Mitte,52.5178855,13.4040601,Maxim Gorki Theater,52.51894077519612,13.39524493467083,Theater
Mitte,52.5178855,13.4040601,19grams,52.52273621459739,13.407343626022339,Coffee Shop
Mitte,52.5178855,13.4040601,Bonne Vie Café,52.51728735859492,13.407735366427183,Café
Mitte,52.5178855,13.4040601,Decathlon,52.5196293,13.4107977,Sporting Goods Retail
Mitte,52.5178855,13.4040601,EL COLMADO,52.519412,13.409681,Spanish Restaurant
Mitte,52.5178855,13.4040601,Neue Wache,52.51793792886158,13.395509719848631,Monument
Mitte,52.5178855,13.4040601,Ruine der Franziskaner-Klosterkirche,52.51840798816964,13.412450551986694,Historic and Protected Site
Mitte,52.5178855,13.4040601,Museum für Islamische Kunst,52.520708902848284,13.396697345529542,Art Museum
Mitte,52.5178855,13.4040601,Motel One Berlin-Alexanderplatz,52.519390187716915,13.412157520940962,Hotel
Mitte,52.5178855,13.4040601,Pergamonmuseum,52.520843,13.396395,History Museum
Mitte,52.5178855,13.4040601,Schleuse Mühlendamm,52.514742143761794,13.40992344233062,Canal Lock
Mitte,52.5178855,13.4040601,Café Neundrei,52.52299702982836,13.399751875666775,Café
Mitte,52.5178855,13.4040601,Staatsoper Unter den Linden,52.517023910254956,13.394651412963867,Opera House
Mitte,52.5178855,13.4040601,Zur Gerichtslaube,52.51711820108978,13.406094083366526,German Restaurant
Mitte,52.5178855,13.4040601,Capri by Fraser Berlin,52.513971925223146,13.404901686415545,Hotel
Mitte,52.5178855,13.4040601,Holiday Inn Express,52.5157029,13.4119376,Hotel
Mitte,52.5178855,13.4040601,Gorki Studio Я,52.519065039408694,13.396361653591418,Theater
Mitte,52.5178855,13.4040601,TheCoven Bar,52.522664,13.400289,Gay Bar
Mitte,52.5178855,13.4040601,Die Hackeschen Höfe,52.52409392075061,13.402157365180152,Monument
Mitte,52.5178855,13.4040601,Hotel ZOE,52.5230950484122,13.400966433702536,Hotel
Mitte,52.5178855,13.4040601,dean&david,52.52068312833944,13.405486059782808,Salad Restaurant
Mitte,52.5178855,13.4040601,Hotel de Rome,52.516024880809326,13.393938200455462,Hotel
Mitte,52.5178855,13.4040601,MUJI,52.52343466352461,13.40274476329252,Department Store
Mitte,52.5178855,13.4040601,Bebelplatz,52.51653012045096,13.393846660247611,Plaza
Mitte,52.5178855,13.4040601,Kronprinzenpalais,52.517263889203385,13.396679783914463,Monument
Mitte,52.5178855,13.4040601,ARCOTEL John F Berlin,52.515108331081294,13.397984175288698,Hotel
Mitte,52.5178855,13.4040601,Haus Schwarzenberg,52.52445628873791,13.40207576751709,Cultural Center
Mitte,52.5178855,13.4040601,Titanic Gendarmenmarkt,52.515185563305494,13.394676208772314,Hotel
Mitte,52.5178855,13.4040601,Father Carpenter,52.52446934407154,13.406614065170288,Coffee Shop
Mitte,52.5178855,13.4040601,Pergamonmuseum. Das Panorama,52.52086918882907,13.393857479095459,Exhibit
Mitte,52.5178855,13.4040601,Fun Factory Berlin,52.523552260750606,13.401415188382876,Adult Store
Mitte,52.5178855,13.4040601,Curry 61,52.52363731185383,13.400619701670522,Currywurst Joint
Mitte,52.5178855,13.4040601,monbijou hotel,52.5229777470994,13.40003192424774,Hotel
